0    1.1157632241684154       0

1    0.0604366293559935       -0.29451493649730154

2    0.0034647787241387485    -0.12894933825372995

3    0.0003733621739309256    -0.08512770613995095

4    -0.0009775197423580067   -0.06131220453347436

5    -0.0010497359117106338   -0.04869021197332256

6    -0.0011119123350128482   -0.0397655312718702

7    -0.001022303910501002    -0.033893589085841794

8    -0.0009651011252634172   -0.029284752898143834

9    -0.0008805728770457457   -0.025914062742435445

10   -0.0008184040468743394   -0.023115562573741644
11   -0.0007519314399754371    -0.020935984103150278

12   -0.0006996532313701703    -0.019061747715178233

13   -0.0006482299216669819    -0.017539777586139973

14   -0.000606050541277773     -0.01619921796360226

15   -0.0005657830369805521    -0.015077739239938317

16   -0.0005317718042544598    -0.014072540454805672

17   -0.0004996778831104845    -0.013212663408875018

18   -0.00047197551964394985   -0.012431655010615494

19   -0.0004459423780498023    -0.011751883767818648

20   -0.0004230917796156491    -0.011127999702700375
21   -0.0004016332617759372    -0.010577412065193222

22   -0.00038254513528212576   -0.010067832752465571

23   -0.0003646033991031007    -0.009612996647162718

24   -0.0003484690938565236    -0.009189120095643233

25   -0.00033327804627439816   -0.008807191141069159

26   -0.0003194933367318702    -0.00844919517806219

27   -0.00030648797294199485   -0.008124040109122795

28   -0.0002945962407097179    -0.007817759815662411

29   -0.00028335248595019047   -0.007537664927576016

30   -0.0002730042130346648    -0.00727271254096821
31   -0.00026319853074539953   -0.00702896995946791

32   -0.0002541227053577182    -0.006797556879869977

33   -0.0002455045379429927    -0.006583560226039865

34   -0.000237488398712976     -0.006379733442227961

35   -0.00022986103817391053   -0.006190381072021956

36   -0.00022273559393826494   -0.006009513492981859

37   -0.00021594267660156387   -0.00584080391930161

38   -0.00020957223623726843   -0.005679245374060464

39   -0.00020348805239754706   -0.0055279964058289575

40   -0.00019776256156375362   -0.005382829225064006
41   -0.00019228499584548168   -0.005246478864911598

42   -0.00018711435945492478   -0.0051153432549519194

43   -0.0001821596743203899    -0.004991805897867585

44   -0.00017746950022034096   -0.004872772934413201

45   -0.00017296843037309747   -0.004760333755898108

46   -0.00016869680227993      -0.00465181152004945

47   -0.00016459159466997945   -0.004549047733248957

48   -0.0001606865992116883    -0.004449710929752613

49   -0.00015692874419484244   -0.0043554322678373125

50   -0.0001533465566879044    -0.0042641687524584485
51   -0.0001498950306215193    -0.004177371918970054

52   -0.0001465984192817317    -0.004093241582352008

53   -0.00014341830994211055   -0.004013074992393017

54   -0.00014037545666139217   -0.00393527779576104

55   -0.00013743687829577148   -0.00386101399637437

56   -0.00013462044121744236   -0.0037888648697007783

57   -0.000131897670939351     -0.0037198787582687506

58   -0.00012928403341804466   -0.0036527877029913325

59   -0.00012675481833392246   -0.003588539170985534

60   -0.00012432348278759633   -0.0035259953515324083
61   -0.0001219684799905563    -0.0034660153399488167

62   -0.00011970157531557922   -0.0034075742621835392

63   -0.00011750389611932457   -0.003351453471774252

64   -0.00011538577477776395   -0.0032967265720591625

65   -0.0001133306113736943    -0.003244106257351778

66   -0.00011134751781519201   -0.0031927523900234863

67   -0.00010942183557056855   -0.0031433168022058835

68   -0.00010756163177443699   -0.00309503523386985

69   -0.0001057539141693835    -0.0030485053782809035

70   -0.00010400585122868216   -0.0030030299869518075
71   -0.00010230588727368889   -0.002959158436138737

72   -0.00010066041431358104   -0.0029162528804370807

73   -0.00009905912046767508   -0.002874819440434682

74   -0.00009750772401166457   -0.0028342731148903056

75   -0.00009599699426790448   -0.0027950811854881756

76   -0.00009453206258032603   -0.00275670581678384

77   -0.00009310464169028403   -0.002719579319618658

78   -0.00009171934969414633   -0.00268320608843993

79   -0.00009036872548503563   -0.0026479868622733493

80   -0.00008905693673968935   -0.002613463958530881
81   -0.00008777724827484946   -0.0025800095409388483

82   -0.00008653343114208023   -0.0025472000781735895

83   -0.00008531939007893233   -0.002515381808446019

84   -0.00008413854575735225   -0.00248416203737149

85   -0.00008298536875644737   -0.002453863427685156

86   -0.00008186296927600681   -0.002424121200030424

87   -0.00008076631969972914   -0.00239523653169159

88   -0.00007969825431735492   -0.0023668699743987797

89   -0.0000786541917712491    -0.002339303083723825

90   -0.00007763672047294443   -0.002312219450675346
91    -0.0000766416569863354    -0.0022858826753036983

92    -0.00007567137002987052   -0.0022599973494760767

93    -0.00007472203189020496   -0.0022348106109400514

94    -0.00007379581449333039   -0.0022100462345057974

95    -0.00007288920890319861   -0.002185936236947053

96    -0.00007200421033850154   -0.002162221950600932

97    -0.0000711375961970247    -0.002139121478858661

98    -0.00007029120266324966   -0.002116392254713824

99    -0.00006946206490319375   -0.002094239557700407

100   -0.00006865187565195874   -0.002072435612603422
101   -0.00006785790262751895   -0.002051173860132239

102   -0.00006708170890034572   -0.002030240138326625

103   -0.00006632077242243746   -0.002009816941394077

104   -0.0000655765388204562    -0.0019897026571541374

105   -0.00006484667648016978   -0.0019700696431979455

106   -0.00006413252444628966   -0.0019507278754902736

107   -0.00006343192393219991   -0.0019318403114171646

108   -0.00006274611707552585   -0.0019132276438169236

109   -0.00006207310222585612   -0.0018950441006559064

110   -0.00006141403325099014   -0.0018771203007347831
111   -0.000060767051623268224   -0.0018596023546516723

112   -0.00006013323066835727    -0.001842330087887677

113   -0.000059510842436309674   -0.001825442053049696

114   -0.000058900886640303036   -0.001808786627001993

115   -0.00005830175466022052    -0.001792495316404132

116   -0.00005771437881921174    -0.0017764244514821034

117   -0.00005713725972083514    -0.001760698962384835

118   -0.0000565712678989538     -0.001745182586050857

119   -0.00005601500408253045    -0.0017299941071250236

